Ticker,Name,Currency,Sector,Industry,Country,Insider Percentage,Institution Percentage,Years since IPO,NR - Percentage Missing,NR - Percentage Missing (Only Core),R - Percentage Missing,R - Percentage Missing (Only Core),R - Percentage Missing (Trivial Fix),R - Percentage Missing (Only Core) (Trivial Fix),Market Cap,CAGR,CAGR with divs,Years,Madurez,Tamaño,Rentabilidad,Rentabilidad with divs,Insider Ownership,Institutional Ownership
CHMI,CHERRY HILL MORTGAGE INVESTMENT CORPORATION,USD,Real Estate,REIT—Mortgage,US,0.0088,0.2635,9,0.2828282828282828,0.20833333333333334,0.13917525773195877,0.0,0.03608247422680412,0.0,148142216.64000002,0.15419685434078656,0.09982228167968388,4.0,Medio,Pequeña,Buena,Buena,Baja,Baja
CHNR,"CHINA NATURAL RESOURCES, INC.",USD,Basic Materials,Other Industrial Metals & Mining,HK,0.6725,0.011,27,0.3030769230769231,0.10576923076923077,0.21201814058956917,0.0,0.027777777777777776,0.0,33121124.009999998,-0.1490200933785013,-0.1490200933785013,18.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CHPT,"CHARGEPOINT HOLDINGS, INC.",USD,Consumer Cyclical,Specialty Retail,US,0.0236,0.4834,3,0.28535353535353536,0.15625,0.13402061855670103,0.0,0.0,0.0,4478981197.599999,0.16661375541392776,0.16661375541392776,3.0,Jóven,Mediana,Muy Buena,Muy Buena,Media,Media
CHRA,"CHARAH SOLUTIONS, INC.",USD,Industrials,Waste Management,US,0.0944,0.8826,4,0.18686868686868688,0.0,0.14690721649484537,0.0,0.010309278350515464,0.0,140964355.0,-0.14599199962882026,-0.14599199962882026,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Alta
CHRW,"C.H. ROBINSON WORLDWIDE, INC.",USD,Industrials,Integrated Freight & Logistics,US,0.0078,0.9513,25,0.2088888888888889,0.0,0.14597938144329897,0.0,0.00288659793814433,0.0,12424824370.0,0.144705700929455,0.1361209073195957,25.0,Maduro,Grande,Buena,Buena,Baja,Alta
CHS,"CHICO'S FAS, INC.",USD,Consumer Cyclical,Apparel Retail,US,0.0409,0.8220000000000001,28,0.21804249390456287,0.008620689655172414,0.15795287187039764,0.0,0.005154639175257732,0.0,563251000.0,0.07927093628671855,0.08425044500498213,28.0,Maduro,Pequeña,Normal,Buena,Media,Media
CHSCP,CHS INC.,USD,Consumer Defensive,Farm Products,US,0.0008,0.1061,19,0.20677361853832443,0.09558823529411764,0.12242268041237113,0.0,0.005154639175257732,0.0,366610700.0,0.055889222703422226,0.030149580151813904,8.0,Maduro,Pequeña,Normal,Mala,Baja,Baja
CHT,"CHUNGHWA TELECOM CO., LTD.",USD,Communication Services,Telecom Services,TW,,0.0233,19,0.11263157894736842,0.0,0.08700322234156821,0.0,0.0010741138560687433,0.0,30517796498.000004,0.10850157247483594,0.08087127740445221,19.0,Maduro,Grande,Buena,Buena,,Baja
CHTR,"CHARTER COMMUNICATIONS, INC.",USD,Communication Services,Entertainment,US,0.3272,0.7415,13,0.20959595959595959,0.020833333333333332,0.13659793814432988,0.0,0.001718213058419244,0.0,137069873344.11002,0.3115674041940659,0.3115674041940659,12.0,Maduro,Grande,Muy Buena,Muy Buena,Alta,Media
CHX,CHAMPIONX CORPORATION,USD,Energy,Oil & Gas Equipment & Services,US,0.0091,0.9821,4,0.20707070707070707,0.125,0.12628865979381443,0.0,0.0,0.0,4449827340.0,-0.18684110790442499,-0.18684110790442499,4.0,Medio,Mediana,Muy Mala,Muy Mala,Baja,Alta
CIDM,CINEDIGM CORP.,USD,Communication Services,Entertainment,US,0.1322,0.1846,16,0.17756512493354598,0.05263157894736842,0.11433926897844424,0.0,0.0,0.0,185930636.44500002,-0.1810548029439114,-0.1810548029439114,11.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Baja
CIEN,CIENA CORPORATION,USD,Technology,Communication Equipment,US,0.0095,0.9372,25,0.16525252525252526,0.0,0.11422680412371133,0.0,0.002061855670103093,0.0,8463045855.0,-0.04561358878400368,-0.04561358878400368,25.0,Maduro,Mediana,Mala,Mala,Baja,Alta
CIG-C,COMPANHIA ENERGÉTICA DE MINAS GERAIS,USD,Utilities,Utilities—Diversified,BR,,0.003,15,0.13785714285714284,0.026785714285714284,0.07434402332361516,0.0,0.0014577259475218659,0.0,3271198225.4265,-0.03238902613586714,-0.010209497944598134,14.0,Maduro,Mediana,Mala,Mala,,Baja
CIG,COMPANHIA ENERGÉTICA DE MINAS GERAIS,USD,Utilities,Utilities—Diversified,BR,,0.1994,21,0.23666666666666666,0.041666666666666664,0.17091836734693877,0.0,0.049489795918367344,0.0,3348389633.1403,0.16958184744890747,0.0633221881379551,20.0,Maduro,Mediana,Muy Buena,Normal,,Baja
CIGI,COLLIERS INTERNATIONAL GROUP INC.,USD,Real Estate,Real Estate Services,CA,0.1138,0.7425,29,0.18181818181818182,0.023148148148148147,0.12252180808881839,0.0,0.005947660586835844,0.0,5142685063.98,0.20448173765541378,0.197985766897951,26.0,Maduro,Mediana,Muy Buena,Muy Buena,Media,Media
CIH,CHINA INDEX HOLDINGS LIMITED,USD,Technology,Software—Application,CN,0.04,0.4841,3,0.31333333333333335,0.0,0.2585034013605442,0.0,0.09523809523809523,0.0,141964182.63,-0.28837491864728626,-0.28837491864728626,3.0,Jóven,Pequeña,Muy Mala,Muy Mala,Media,Media
CIX,COMPX INTERNATIONAL INC.,USD,Industrials,Security & Protection Services,US,0.0029,0.091,24,0.23653198653198654,0.0,0.17826460481099657,0.0,0.00902061855670103,0.0,252129465.00000003,0.025009502111675852,0.010140978964708003,24.0,Maduro,Pequeña,Mala,Mala,Baja,Baja
CJJD,"CHINA JO-JO DRUGSTORES, INC.",USD,Healthcare,Pharmaceutical Retailers,CN,0.2259,0.1398,12,0.2198912198912199,0.028846153846153848,0.1718213058419244,0.0,0.006872852233676976,0.0,346542947.52000004,-0.14348473290852803,-0.14348473290852803,12.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CKX,"CKX LANDS, INC.",USD,Energy,Oil & Gas E&P,US,0.2905,0.134,29,0.2916117698726394,0.0,0.2299417301658449,0.0,0.04616763783056925,0.0,22639779.224999998,0.07985884956014866,0.07690306127938795,23.0,Maduro,Pequeña,Normal,Normal,Alta,Baja
CL,COLGATE-PALMOLIVE COMPANY,USD,Consumer Defensive,Household & Personal Products,US,0.0009,0.8084,92,0.19683319683319683,0.0,0.1315129562552243,0.0,0.014488715519643355,0.0,65124149999.99999,0.13905631127379037,0.11337470672485517,37.0,Maduro,Grande,Buena,Buena,Baja,Media
CLAR,CLARUS CORPORATION,USD,Consumer Cyclical,Leisure,US,0.1859,0.7757,24,0.2588383838383838,0.10416666666666667,0.11769759450171821,0.0,0.0,0.0,850435440.0,0.13250184191991932,0.13146944109730185,12.0,Maduro,Pequeña,Buena,Buena,Alta,Media
CLBS,"CALADRIUS BIOSCIENCES, INC.",USD,Healthcare,Biotechnology,US,0.0516,0.1834,27,0.25823451910408435,0.11956521739130435,0.10438144329896908,0.0,0.0,0.0,22002000.0,-0.3895144163505305,-0.3814599058333993,8.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Baja
CLCN,DRIVEITAWAY INC.,USD,Consumer Defensive,Education & Training Services,US,0.3653,,5,0.32222222222222224,0.1125,0.21855670103092784,0.0,0.026804123711340205,0.0,2390109.84,-0.37504661538441797,-0.37504661538441797,5.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,
CLDT,CHATHAM LODGING TRUST,USD,Real Estate,REIT—Hotel & Motel,US,0.0256999999999999,0.8692,12,0.21212121212121213,0.03125,0.14891179839633448,0.0,0.033218785796105384,0.0,617900565.06,0.0743939964856215,0.06271039715568394,9.0,Maduro,Pequeña,Normal,Normal,Media,Alta
CLF,CLEVELAND-CLIFFS INC.,USD,Basic Materials,Steel,US,0.0133,0.574,62,0.26426426426426425,0.08445945945945946,0.18863193089997213,0.0,0.02702702702702703,0.0,10479426832.065,0.10477902868641586,0.06740097400465994,37.0,Maduro,Grande,Buena,Normal,Baja,Media
CLFD,"CLEARFIELD, INC.",USD,Technology,Communication Equipment,US,0.1751,0.4318,36,0.2825221916131007,0.05303030303030303,0.1738519212746017,0.0,0.008434864104967198,0.0,558020828.33,0.049908247971168995,0.049908247971168995,22.0,Maduro,Pequeña,Normal,Normal,Alta,Media
CLH,"CLEAN HARBORS, INC.",USD,Industrials,Waste Management,US,0.072,0.915,34,0.20057720057720058,0.02142857142857143,0.13129169193450577,0.0,0.011218920557913887,0.0,5128131980.0,0.08818904449988696,0.08818904449988696,34.0,Maduro,Mediana,Normal,Buena,Media,Alta
CLMT,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",USD,Energy,Oil & Gas E&P,US,0.2216,0.2565,16,0.21654040404040403,0.1015625,0.15528350515463918,0.0,0.024484536082474227,0.0,522479395.6,-0.04377218706592523,-0.008652122380781946,16.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
CLNE,CLEAN ENERGY FUELS CORP.,USD,Energy,Oil & Gas Refining & Marketing,US,0.2087999999999999,0.4385,15,0.16026936026936026,0.0,0.1140893470790378,0.0,0.0013745704467353953,0.0,1936826234.3700001,-0.03841763772902074,-0.03841763772902074,15.0,Maduro,Pequeña,Mala,Mala,Alta,Media
CLNH,"CLINIGENCE HOLDINGS, INC.",USD,Healthcare,Health Information Services,US,0.3874,,3,0.2738496071829405,0.1111111111111111,0.18900343642611683,0.0,0.024054982817869417,0.0,13838350.399999999,-0.5098217091549351,-0.5098217091549351,3.0,Jóven,Pequeña,Muy Mala,Muy Mala,Alta,
CLPS,CLPS INCORPORATION,USD,Technology,Information Technology Services,HK,0.5751,0.0077,4,0.1388888888888889,0.0,0.11082474226804123,0.0,0.01288659793814433,0.0,61514817.08,-0.26198935911987686,-0.26198935911987686,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CLRO,"CLEARONE, INC.",USD,Technology,Communication Equipment,US,0.6668000000000001,0.0828999999999999,33,0.2553661616161616,0.0625,0.18409425625920472,0.0,0.021354933726067747,0.0,34370541.71,0.005046136811134083,0.013276038368196685,28.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
CLS,CELESTICA INC.,USD,Technology,Electronic Components,CA,0.0218,0.7868,24,0.2015993265993266,0.010416666666666666,0.13702749140893472,0.0,0.0,0.0,1107991500.0,-0.003043084514236405,-0.003043084514236405,24.0,Maduro,Pequeña,Mala,Mala,Media,Media
CLVS,"CLOVIS ONCOLOGY, INC.",USD,Healthcare,Biotechnology,US,0.0143,0.4740999999999999,11,0.23232323232323232,0.10227272727272728,0.13402061855670103,0.0,0.001718213058419244,0.0,603660660.0,-0.2432025103430432,-0.2432025103430432,6.0,Maduro,Pequeña,Muy Mala,Muy Mala,Baja,Media
CLVT,CLARIVATE PLC,USD,Technology,Information Technology Services,GB,0.0975999999999999,0.9521,4,0.17424242424242425,0.0,0.10824742268041238,0.0,0.005154639175257732,0.0,15367442545.630001,0.36529153865589725,0.36529153865589725,4.0,Medio,Grande,Muy Buena,Muy Buena,Media,Alta
CLW,CLEARWATER PAPER CORPORATION,USD,Basic Materials,Paper & Paper Products,US,0.0144,0.9202,14,0.20346320346320346,0.0,0.14727540500736377,0.0,0.004418262150220913,0.0,600929280.0,0.17930059104155638,0.17930059104155638,14.0,Maduro,Pequeña,Muy Buena,Muy Buena,Baja,Alta
CLWT,EURO TECH HOLDINGS COMPANY LIMITED,USD,Industrials,Pollution & Treatment Controls,HK,0.5912,0.0557,25,0.25126262626262624,0.0,0.2186426116838488,0.0,0.04381443298969072,0.0,18887706.969750002,-0.05692776320603965,-0.05942620949210409,24.0,Maduro,Pequeña,Mala,Muy Mala,Alta,Baja
CLX,THE CLOROX COMPANY,USD,Consumer Defensive,Household & Personal Products,US,0.0083,0.8023,54,0.23232323232323232,0.125,0.16351660939289805,0.0,0.015177548682703322,0.0,21947124600.0,0.13206593915648646,0.10585729420623924,36.0,Maduro,Grande,Buena,Buena,Baja,Media
CMBM,CAMBIUM NETWORKS CORPORATION,USD,Technology,Communication Equipment,US,0.0286,0.8925,3,0.1447811447811448,0.0,0.10652920962199312,0.0,0.0,0.0,1058448818.84,1.1061908851036941,1.1061908851036941,3.0,Jóven,Pequeña,Muy Buena,Muy Buena,Media,Alta
CMC,COMMERCIAL METALS COMPANY,USD,Basic Materials,Steel,US,0.0087,0.8669,41,0.251979251979252,0.125,0.17525773195876287,0.0,0.024519364725550292,0.0,3678141881.705,0.13867407184805347,0.1070005883290086,37.0,Maduro,Mediana,Buena,Buena,Baja,Alta
CMCL,CALEDONIA MINING CORPORATION PLC,USD,Basic Materials,Gold,JE,0.1427,0.2635,17,0.29640151515151514,0.07421875,0.18677986658580958,0.0,0.029108550636749546,0.0,178259798.5,-0.08875861898204618,-0.09906000318897323,17.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CMCM,CHEETAH MOBILE INC.,USD,Communication Services,Internet Content & Information,CN,0.1043999999999999,0.0742,8,0.09,0.0,0.06705539358600583,0.0,0.0,0.0,259597225.57999998,-0.242147538802314,-0.22617874034835572,7.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Baja
CMCSA,COMCAST CORPORATION,USD,Communication Services,Entertainment,US,0.0067,0.8523000000000001,50,0.2246792246792247,0.05067567567567568,0.13853092783505155,0.0,0.01610824742268041,0.0,246994980000.0,0.14143968825960918,0.1354535211471033,32.0,Maduro,Grande,Buena,Buena,Baja,Alta
CMCT,CREATIVE MEDIA & COMMUNITY TRUST CORPORATION,USD,Real Estate,REIT—Office,US,0.0803,0.6139,29,0.3016370602577499,0.16810344827586207,0.15463917525773196,0.0,0.01288659793814433,0.0,168461860.0,-0.023023187914488208,0.011490783244584746,12.0,Maduro,Pequeña,Mala,Mala,Media,Media
CME,CME GROUP INC.,USD,Financial Services,Financial Data & Stock Exchanges,US,0.0043,0.8878,20,0.18686868686868688,0.0,0.11958762886597939,0.0,0.004123711340206186,0.0,74240270895.0,0.21488953331856808,0.19590469512262865,20.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
CMG,"CHIPOTLE MEXICAN GRILL, INC.",USD,Consumer Cyclical,Restaurants,US,0.0053,0.9154,16,0.17613636363636365,0.0,0.125,0.0,0.0,0.0,44923287500.0,0.2533950684875306,0.2533950684875306,16.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
CMI,CUMMINS INC.,USD,Industrials,Specialty Industrial Machinery,US,0.004,0.8301000000000001,58,0.19710619710619712,0.0,0.1549178044023405,0.0,0.01560323209807746,0.0,33602677500.0,0.12709094746693705,0.10261141612583558,37.0,Maduro,Grande,Buena,Buena,Baja,Alta
CMLS,CUMULUS MEDIA INC.,USD,Communication Services,Broadcasting,US,0.0528,0.7572,4,0.2196969696969697,0.0,0.14690721649484537,0.0,0.010309278350515464,0.0,236253715.2,-0.08032903931168522,-0.08032903931168522,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Media
CMP,"COMPASS MINERALS INTERNATIONAL, INC.",USD,Basic Materials,Other Industrial Metals & Mining,US,0.0078,0.947,19,0.19753086419753085,0.0,0.14490263459335626,0.0,0.0,0.0,1749497320.0,0.12044150425257616,0.11429782719399295,18.0,Maduro,Pequeña,Buena,Buena,Baja,Alta
CMPR,CIMPRESS PLC,USD,Communication Services,Advertising Agencies,IE,0.1556,0.8043,17,0.1295306001188354,0.0,0.09157064887810794,0.0,0.002425712553062462,0.0,2472793928.6400003,0.11143073991032248,0.11143073991032248,17.0,Maduro,Mediana,Buena,Buena,Alta,Media
CMS-PB,CONSUMERS ENERGY COMPANY,USD,Utilities,Utilities—Regulated Electric,US,,0.0004,49,0.1859774212715389,0.0,0.11643420254699818,0.0,0.02304426925409339,0.0,30394833230.3,0.06872822128511835,0.03120896461568745,17.0,Maduro,Grande,Normal,Mala,,Baja
CMS,CMS ENERGY CORPORATION,USD,Utilities,Utilities—Regulated Electric,US,0.0038,0.9292,75,0.361998361998362,0.18243243243243243,0.14948453608247422,0.0,0.020618556701030927,0.0,17202895500.0,0.07230777674507571,0.04787910960428765,28.0,Maduro,Grande,Normal,Normal,Baja,Alta
CMT,"CORE MOLDING TECHNOLOGIES, INC.",USD,Basic Materials,Specialty Chemicals,US,0.1368,0.4928,34,0.22262626262626262,0.0,0.17030927835051546,0.0,0.010309278350515464,0.0,95575010.0,0.0522723822645097,0.026523427614128403,25.0,Maduro,Pequeña,Normal,Mala,Alta,Media
CMTL,COMTECH TELECOMMUNICATIONS CORP.,USD,Technology,Communication Equipment,US,0.0325,0.7696999999999999,50,0.23385368839914294,0.022727272727272728,0.15425735013363878,0.0,0.006872852233676976,0.0,635575325.0,0.12095897690617385,0.11888963112043927,27.0,Maduro,Pequeña,Buena,Buena,Media,Media
CNC,CENTENE CORPORATION,USD,Healthcare,Healthcare Plans,US,0.0092,0.954,21,0.17316017316017315,0.0,0.11831124202258222,0.0,0.0009818360333824251,0.0,38618448319.99999,0.19657525400204,0.19657525400204,21.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
CNDT,CONDUENT INCORPORATED,USD,Technology,Information Technology Services,US,0.0506,0.7845,6,0.16161616161616163,0.125,0.0859106529209622,0.0,0.0,0.0,1421451605.0,-0.1481109643477142,-0.1481109643477142,6.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Media
CNET,ZW DATA ACTION TECHNOLOGIES INC.,USD,Communication Services,Advertising Agencies,CN,0.1671,0.0112,12,0.15656565656565657,0.0,0.1134020618556701,0.0,0.012027491408934709,0.0,28190749.635,-0.17785063386506228,-0.17785063386506228,12.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CNHI,CNH INDUSTRIAL N.V.,USD,Industrials,Farm & Heavy Construction Machinery,GB,0.2705,0.5228,9,0.22334455667789002,0.1111111111111111,0.13860252004581902,0.0,0.008018327605956471,0.0,22664305548.199997,0.06600302068858421,0.056928976130406816,9.0,Medio,Grande,Normal,Normal,Alta,Media
CNI,CANADIAN NATIONAL RAILWAY COMPANY,USD,Industrials,Railroads,CA,0.0034,0.7805,27,0.23076923076923078,0.019230769230769232,0.16287284144427003,0.0,0.012558869701726845,0.0,79846981500.0,0.17492599278508392,0.1568876306622966,26.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Media
CNIG,CORNING NATURAL GAS HOLDING CORPORATION,USD,Utilities,Utilities—Regulated Gas,US,0.4336,0.2198999999999999,28,0.1854912764003673,0.0,0.12371134020618557,0.0,0.01780693533270853,0.0,72381842.96000001,0.0654130327549276,0.05551187952004222,11.0,Maduro,Pequeña,Normal,Normal,Alta,Baja
CNK,"CINEMARK HOLDINGS, INC.",USD,Communication Services,Entertainment,US,0.1081,0.9961,15,0.1265993265993266,0.0,0.07766323024054983,0.0,0.0,0.0,2312756250.0,0.0446572013985691,0.04128247973684629,15.0,Maduro,Mediana,Normal,Normal,Media,Alta
CNLHN,THE CONNECTICUT LIGHT AND POWER COMPANY,USD,Utilities,Utilities—Regulated Electric,US,,0.0512,21,0.2297979797979798,0.05,0.16752577319587628,0.0,0.023195876288659795,0.0,284861440.0,0.08692041226926173,0.05777246231913602,12.0,Maduro,Pequeña,Normal,Normal,,Baja
CNNE,"CANNAE HOLDINGS, INC.",USD,Consumer Cyclical,Restaurants,US,0.0665,0.8703,5,0.15555555555555556,0.0,0.10927835051546392,0.0,0.0,0.0,3074700000.0,0.18398437075621188,0.18398437075621188,5.0,Medio,Mediana,Muy Buena,Muy Buena,Media,Alta
CNP,"CENTERPOINT ENERGY, INC.",USD,Utilities,Utilities—Regulated Electric,US,0.0012,0.9722,79,0.3701883701883702,0.18243243243243243,0.16494845360824742,0.0,0.013991163475699559,0.0,14798300000.0,0.08423522566256669,0.02981140035407548,28.0,Maduro,Grande,Normal,Mala,Baja,Alta
CNQ,CANADIAN NATURAL RESOURCES LIMITED,USD,Energy,Oil & Gas E&P,CA,0.0215,0.736,22,0.24454545454545454,0.06818181818181818,0.16233766233766234,0.0,0.02040816326530612,0.0,38726537360.0,0.13676984883750043,0.1285114996993746,22.0,Maduro,Grande,Buena,Buena,Media,Media
CNR,"CORNERSTONE BUILDING BRANDS, INC.",USD,Industrials,Building Products & Equipment,US,0.0173,0.9029,30,0.19528619528619529,0.0,0.13917525773195877,0.0,0.005154639175257732,0.0,1913201235.0,-0.0005748425420821768,-0.0005748425420821768,30.0,Maduro,Pequeña,Mala,Mala,Baja,Alta
CNS,"COHEN & STEERS, INC.",USD,Financial Services,Asset Management,US,0.4918,0.4775,18,0.19865319865319866,0.08333333333333333,0.12371134020618557,0.0,0.005154639175257732,0.0,3933490400.0,0.1517428357168329,0.10838253124351427,14.0,Maduro,Mediana,Buena,Buena,Alta,Media
CNSL,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",USD,Communication Services,Telecom Services,US,0.0196,0.9445,17,0.17231134878193702,0.0,0.11097634930260764,0.0,0.0,0.0,695932500.0,0.04366762389431855,0.047760831602788656,17.0,Maduro,Pequeña,Normal,Normal,Baja,Alta
CNTG,CENTOGENE N.V.,USD,Healthcare,Diagnostics & Research,DE,0.2082999999999999,0.6684,3,0.17666666666666667,0.0,0.1564625850340136,0.0,0.006802721088435374,0.0,235670191.05350003,-0.04515834742865421,-0.04515834742865421,3.0,Jóven,Pequeña,Mala,Mala,Alta,Media
CNTY,"CENTURY CASINOS, INC.",USD,Consumer Cyclical,Resorts & Casinos,US,0.0915,0.7556,29,0.2085137085137085,0.008928571428571428,0.14631245043616178,0.0,0.0055511498810467885,0.0,387733800.0,0.07236341275376024,0.07236341275376024,26.0,Maduro,Pequeña,Normal,Normal,Media,Media
CNX,CNX RESOURCES CORPORATION,USD,Energy,Oil & Gas E&P,US,0.0269,0.9787,23,0.2147562582345191,0.14130434782608695,0.1204311152764761,0.0,0.015932521087160263,0.0,2818304867.04,0.06489808281191678,0.060459406947182215,22.0,Maduro,Mediana,Normal,Normal,Media,Alta
CNXN,"PC CONNECTION, INC.",USD,Technology,Electronics & Computer Distribution,US,0.575,0.4231,24,0.22095959595959597,0.0,0.16580756013745704,0.0,0.001718213058419244,0.0,1209207360.0,0.0745070866891242,0.0700041462523684,24.0,Maduro,Pequeña,Normal,Normal,Alta,Media
CODA,"CODA OCTOPUS GROUP, INC.",USD,Industrials,Aerospace & Defense,US,0.5639,0.1762999999999999,28,0.21687462863933452,0.007352941176470588,0.18170103092783504,0.0,0.015463917525773196,0.0,92110706.41499999,0.00566498955090422,0.00566498955090422,16.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
CODI-PC,COMPASS DIVERSIFIED,USD,Industrials,Conglomerates,US,,0.2259,3,0.1447811447811448,0.0,0.07560137457044673,0.0,0.0,0.0,1576098420.0,0.07764905920919984,0.08710536240307332,3.0,Jóven,Pequeña,Normal,Buena,,Baja
CODI,COMPASS DIVERSIFIED,USD,Industrials,Conglomerates,US,0.1415,0.4095,16,0.16351010101010102,0.0,0.1056701030927835,0.0,0.0,0.0,1575877820.0,0.13098324201192635,0.0785975821296121,16.0,Maduro,Pequeña,Buena,Buena,Alta,Baja
COE,CHINA ONLINE EDUCATION GROUP,USD,Consumer Defensive,Education & Training Services,CN,0.0592,0.4334,6,0.18666666666666668,0.0,0.1445578231292517,0.0,0.023809523809523808,0.0,172501290.0,-0.22651850842151433,-0.22651850842151433,6.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Media
COHN,COHEN & COMPANY INC.,USD,Financial Services,Capital Markets,US,0.3664,0.0393,18,0.21099887766554434,0.13194444444444445,0.07789232531500573,0.0,0.0,0.0,24680751.349999998,0.05500750030657753,0.0022815882095519324,9.0,Maduro,Pequeña,Normal,Mala,Alta,Baja
COHR,"COHERENT, INC.",USD,Technology,Scientific & Technical Instruments,US,0.01,0.926,52,0.19355719355719356,0.0,0.15018110894399553,0.0,0.01560323209807746,0.0,6186401550.0,0.0997966590811139,0.09925841121534362,37.0,Maduro,Mediana,Buena,Buena,Baja,Alta
COHU,"COHU, INC.",USD,Technology,Semiconductor Equipment & Materials,US,0.0189,0.9144,37,0.22713622713622714,0.0,0.17191418222346058,0.0,0.024519364725550292,0.0,1548807270.0,0.1336182168568194,0.10009578818843945,37.0,Maduro,Pequeña,Buena,Buena,Baja,Alta
COKE,"COCA-COLA CONSOLIDATED, INC.",USD,Consumer Defensive,Beverages—Non-Alcoholic,US,0.5195000000000001,0.5018,50,0.2206439393939394,0.00390625,0.15563684735616895,0.0,0.014965081476554705,0.0,3750652814.9999995,0.08608590593578969,0.06553592655523222,31.0,Maduro,Mediana,Normal,Normal,Alta,Media
COLM,COLUMBIA SPORTSWEAR COMPANY,USD,Consumer Cyclical,Apparel Manufacturing,US,0.4181,0.5518,24,0.18518518518518517,0.0,0.13530927835051546,0.0,0.011168384879725086,0.0,6647942730.0,0.13819513867955302,0.13160857065741993,24.0,Maduro,Mediana,Buena,Buena,Alta,Media
COMM,"COMMSCOPE HOLDING COMPANY, INC.",USD,Technology,Communication Equipment,US,0.0231,0.9306,9,0.1324354657687991,0.0,0.0859106529209622,0.0,0.0,0.0,3059090000.0,-0.008523774943609785,-0.008523774943609785,9.0,Medio,Mediana,Mala,Mala,Media,Alta
COMS,COMSOVEREIGN HOLDING CORP.,USD,Communication Services,Telecom Services,US,0.3191,0.0684999999999999,3,0.25097125097125095,0.09615384615384616,0.14776632302405499,0.0,0.006872852233676976,0.0,166454336.475,-0.39395449502177526,-0.39395449502177526,3.0,Jóven,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CONE,CYRUSONE INC.,USD,Real Estate,REIT—Specialty,US,0.004,0.9123,9,0.18181818181818182,0.0,0.12714776632302405,0.0,0.0,0.0,9008307000.0,0.21120678099627432,0.18824779742782605,9.0,Medio,Mediana,Muy Buena,Muy Buena,Baja,Alta
COOP,MR. COOPER GROUP INC.,USD,Financial Services,Mortgage Finance,US,0.0219,0.862,16,0.31414141414141417,0.2625,0.16151202749140894,0.0,0.0,0.0,2839615680.0,0.8866965703420162,0.8866965703420162,3.0,Maduro,Mediana,Muy Buena,Muy Buena,Media,Alta
COP,CONOCOPHILLIPS,USD,Energy,Oil & Gas E&P,US,0.0008,0.8040999999999999,37,0.2437892437892438,0.125,0.15686820841460017,0.0,0.02619113959320145,0.0,72592315080.0,0.10836672615236509,0.07930505333925897,37.0,Maduro,Grande,Buena,Buena,Baja,Media
CORR,"CORENERGY INFRASTRUCTURE TRUST, INC.",USD,Real Estate,REIT—Diversified,US,0.0081999999999999,0.1765,15,0.2734006734006734,0.1,0.10996563573883161,0.0,0.003436426116838488,0.0,80714914.30499999,-0.14990458059137024,-0.053804944805522226,9.0,Maduro,Pequeña,Muy Mala,Mala,Baja,Baja
CORT,CORCEPT THERAPEUTICS INCORPORATED,USD,Healthcare,Biotechnology,US,0.1099,0.7737999999999999,18,0.30359147025813693,0.1597222222222222,0.16288659793814433,0.0,0.024742268041237112,0.0,2482559040.0,0.1529122404033998,0.1529122404033998,5.0,Maduro,Mediana,Buena,Muy Buena,Media,Media
COSM,COSMOS HOLDINGS INC.,USD,Healthcare,Drug Manufacturers—Specialty & Generic,US,0.4314,,12,0.317722681359045,0.11363636363636363,0.18556701030927836,0.0,0.027061855670103094,0.0,35829261.900000006,-0.08426347426747405,-0.08426347426747405,8.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,
COST,COSTCO WHOLESALE CORPORATION,USD,Consumer Defensive,Discount Stores,US,0.0021,0.6904,37,0.2244668911335578,0.0,0.1672394043528064,0.0,0.028923253150057275,0.0,182519436325.0,0.12676009878946926,0.11932088121682205,36.0,Maduro,Grande,Buena,Buena,Baja,Media
