Ticker,Name,Currency,Sector,Industry,Country,Insider Percentage,Institution Percentage,Years since IPO,NR - Percentage Missing,NR - Percentage Missing (Only Core),R - Percentage Missing,R - Percentage Missing (Only Core),R - Percentage Missing (Trivial Fix),R - Percentage Missing (Only Core) (Trivial Fix),Market Cap,CAGR,CAGR with divs,Years,Madurez,Tamaño,Rentabilidad,Rentabilidad with divs,Insider Ownership,Institutional Ownership
COTY,COTY INC.,USD,Consumer Defensive,Household & Personal Products,US,0.5734,0.3703,9,0.11896745230078563,0.0,0.06643757159221077,0.0,0.0,0.0,6852608000.000001,-0.0516941486280893,-0.04272811164870116,9.0,Medio,Mediana,Mala,Mala,Alta,Baja
COWN,COWEN INC.,USD,Financial Services,Capital Markets,US,0.0633,0.9305,16,0.20202020202020202,0.1171875,0.10603829160530191,0.0,0.0014727540500736377,0.0,999896470.0,0.17659645932486745,0.039976577503894495,14.0,Maduro,Pequeña,Muy Buena,Normal,Media,Alta
CP,CANADIAN PACIFIC RAILWAY LIMITED,USD,Industrials,Railroads,CA,0.0001,0.7666,21,0.1852,0.02,0.10252672497570457,0.0,0.009718172983479106,0.0,48570327000.0,0.17941949202134966,0.14991435335214698,21.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Media
CPAC,CEMENTOS PACASMAYO S.A.A.,USD,Basic Materials,Building Materials,PE,,0.0633,9,0.195,0.075,0.1145124716553288,0.0,0.013605442176870748,0.0,513188955.37,-0.005754363082753122,-0.0037594116855651505,9.0,Medio,Pequeña,Mala,Mala,,Baja
CPB,CAMPBELL SOUP COMPANY,USD,Consumer Defensive,Packaged Foods,US,0.3557,0.5373,68,0.19304152637485972,0.125,0.12199312714776632,0.0,0.009450171821305841,0.0,13198680000.0,0.08286802714646391,0.06945047665226167,36.0,Maduro,Grande,Normal,Normal,Alta,Media
CPE,CALLON PETROLEUM COMPANY,USD,Energy,Oil & Gas E&P,US,0.0195,0.8319,28,0.24639249639249639,0.008928571428571428,0.16574147501982553,0.0,0.02141157811260904,0.0,1803226950.0,-0.030034536877151297,-0.020211877449274662,26.0,Maduro,Pequeña,Mala,Mala,Baja,Alta
CPG,CRESCENT POINT ENERGY CORP.,USD,Energy,Oil & Gas E&P,CA,0.0023,0.413,21,0.2394736842105263,0.09868421052631579,0.14822771213748656,0.0,0.007518796992481203,0.0,2170292811.0,0.03214011962006391,0.0738346844372253,19.0,Maduro,Mediana,Mala,Normal,Baja,Baja
CPHC,CANTERBURY PARK HOLDING CORPORATION,USD,Consumer Cyclical,Gambling,US,0.3731,0.3445,14,0.19264069264069264,0.008928571428571428,0.14138438880706922,0.0,0.027245949926362298,0.0,69844702.27,0.0790586845338439,0.0754956984076165,14.0,Maduro,Pequeña,Normal,Normal,Alta,Baja
CPHI,"CHINA PHARMA HOLDINGS, INC.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,CN,0.4884,0.0195,22,0.25202020202020203,0.05,0.18556701030927836,0.0,0.01823949246629659,0.0,30536291.099999998,-0.12128947596146955,-0.12128947596146955,13.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CPIX,CUMBERLAND PHARMACEUTICALS INC.,USD,Healthcare,Drug Manufacturers—Specialty & Generic,US,0.4417,0.1946,13,0.15384615384615385,0.0,0.12371134020618557,0.0,0.0031720856463124504,0.0,44565453.660000004,-0.12252461872866272,-0.12252461872866272,13.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CPK,CHESAPEAKE UTILITIES CORPORATION,USD,Utilities,Utilities—Regulated Gas,US,0.0276,0.7506,42,0.3652743652743653,0.18243243243243243,0.15022091310751104,0.0,0.012150220913107511,0.0,2090815928.24,0.1442724070373942,0.08811088212010865,28.0,Maduro,Mediana,Buena,Buena,Media,Media
CPRI,CAPRI HOLDINGS LIMITED,USD,Consumer Cyclical,Apparel Manufacturing,GB,0.0243999999999999,0.9233,11,0.19100091827364554,0.0,0.13120899718837864,0.0,0.0,0.0,8379511469.76,0.07410062716387111,0.07410062716387111,11.0,Maduro,Mediana,Normal,Normal,Media,Alta
CPRT,"COPART, INC.",USD,Consumer Cyclical,Auto & Truck Dealerships,US,0.1003999999999999,0.8234,28,0.21861471861471862,0.026785714285714284,0.1324345757335448,0.0,0.0031720856463124504,0.0,31958989300.0,0.23096654856734822,0.23096654856734822,26.0,Maduro,Grande,Muy Buena,Muy Buena,Media,Media
CPRX,"CATALYST PHARMACEUTICALS, INC.",USD,Healthcare,Biotechnology,US,0.0755,0.6678000000000001,16,0.32702020202020204,0.28125,0.24398625429553264,0.0,0.054982817869415807,0.0,570654006.4799999,0.08546229251589033,0.08546229251589033,3.0,Maduro,Pequeña,Normal,Buena,Media,Media
CPSH,CPS TECHNOLOGIES CORPORATION,USD,Technology,Electronic Components,US,0.3299,0.1083,35,0.27048260381593714,0.041666666666666664,0.21764032073310424,0.0,0.03837342497136312,0.0,92605539.24,0.05929145836998706,0.05929145836998706,18.0,Maduro,Pequeña,Normal,Normal,Alta,Baja
CPSI,"COMPUTER PROGRAMS AND SYSTEMS, INC.",USD,Healthcare,Health Information Services,US,0.0418,0.9003,20,0.2287878787878788,0.0,0.18711340206185567,0.0,0.026288659793814433,0.0,450277900.0,0.05284359612987899,0.0495119197054561,20.0,Maduro,Pequeña,Normal,Normal,Media,Alta
CPT,CAMDEN PROPERTY TRUST,USD,Real Estate,REIT—Residential,US,0.0095,0.9565,29,0.322884012539185,0.2672413793103448,0.16494845360824742,0.0,0.020618556701030927,0.0,14097791785.0,0.13174537054881275,0.0780691440597514,10.0,Maduro,Grande,Buena,Normal,Baja,Alta
CPTP,"CAPITAL PROPERTIES, INC.",USD,Real Estate,Real Estate Services,US,0.5236999999999999,0.141,28,0.33225108225108224,0.05803571428571429,0.2585567010309278,0.0,0.04041237113402062,0.0,82300902.64,0.0852618006663648,0.07391056898520709,25.0,Maduro,Pequeña,Normal,Normal,Alta,Baja
CR,CRANE CO.,USD,Industrials,Specialty Industrial Machinery,US,0.1444,0.73,86,0.20502320502320504,0.0,0.1412649763165227,0.0,0.012816940651992199,0.0,5482592000.0,0.1263544832412331,0.10418819876268826,37.0,Maduro,Mediana,Buena,Buena,Alta,Media
CRAI,"CRA INTERNATIONAL, INC.",USD,Industrials,Consulting Services,US,0.0387,0.8503000000000001,24,0.19375573921028466,0.0,0.12511715089034678,0.0,0.0009372071227741331,0.0,665445719.9999999,0.05964562970541021,0.05789677286868544,22.0,Maduro,Pequeña,Normal,Normal,Media,Alta
CRAWA,CRAWFORD UNITED CORPORATION,USD,Industrials,Specialty Industrial Machinery,US,0.7518,0.0191,32,0.27403062886933854,0.05241935483870968,0.20231958762886598,0.0,0.02104810996563574,0.0,52501545.765,0.07082648777139688,0.0648211945409809,24.0,Maduro,Pequeña,Normal,Normal,Alta,Baja
CRD-A,CRAWFORD & COMPANY,USD,Financial Services,Insurance Brokers,US,0.4623,0.4203,32,0.2032828282828283,0.02734375,0.12628865979381443,0.0,0.006121134020618557,0.0,450497908.67999995,0.03309183301276919,0.022318506979119634,32.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
CRD-B,CRAWFORD & COMPANY,USD,Financial Services,Insurance Brokers,US,0.627,0.3132999999999999,37,0.22058422058422059,0.02364864864864865,0.14739481749791028,0.0,0.013652828085817777,0.0,468672540.0,0.055959922395609096,0.041492640041725926,37.0,Maduro,Pequeña,Normal,Normal,Alta,Baja
CREG,SMART POWERR CORP.,USD,Utilities,Utilities—Renewable,CN,0.4962,0.0034999999999999,13,0.24242424242424243,0.051470588235294115,0.19825535289452814,0.0,0.03013481363996828,0.0,7821337.649999999,-0.2196815847303596,-0.2196815847303596,13.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CRESY,"CRESUD SOCIEDAD ANÓNIMA, COMERCIAL, INMOBILIARIA, FINANCIERA Y AGROPECUARIA",USD,Industrials,Conglomerates,AR,,0.1206,23,0.17458333333333334,0.005208333333333333,0.12999112688553682,0.0,0.0044365572315882874,0.0,277344809.0,-0.010466377603128074,-0.0069098910495994925,23.0,Maduro,Pequeña,Mala,Mala,,Baja
CREX,"CREATIVE REALITIES, INC.",USD,Technology,Software—Application,US,0.0834,0.1412,16,0.21022727272727273,0.0703125,0.13696612665684832,0.0,0.0,0.0,18346500.0,-0.2254033307585166,-0.2254033307585166,7.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Baja
CRH,CRH PLC,USD,Basic Materials,Building Materials,IE,0.0,0.0461,32,0.16192225283134373,0.003787878787878788,0.10824742268041238,0.0,0.01288659793814433,0.0,37928181000.0,0.11639901055900737,0.09691296088904378,32.0,Maduro,Grande,Buena,Buena,,Baja
CRK,"COMSTOCK RESOURCES, INC.",USD,Energy,Oil & Gas E&P,US,0.6527,0.3604,26,0.27965367965367965,0.05714285714285714,0.15420962199312716,0.0,0.020618556701030927,0.0,1388639835.0,-0.0867341257133557,-0.06781102316151,24.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",USD,Healthcare,Diagnostics & Research,US,0.0146,0.9542,22,0.1184573002754821,0.0,0.07591377694470477,0.0,0.0,0.0,18502543235.0,0.1316916623507891,0.1316916623507891,22.0,Maduro,Grande,Buena,Buena,Baja,Alta
CRM,"SALESFORCE, INC.",USD,Technology,Software—Application,US,0.0339,0.7972,19,0.14619883040935672,0.0,0.10472056429734129,0.0,0.005425935973955507,0.0,210443800000.0,0.24912508038653236,0.24912508038653236,19.0,Maduro,Grande,Muy Buena,Muy Buena,Media,Media
CRMT,"AMERICA'S CAR-MART, INC.",USD,Consumer Cyclical,Auto & Truck Dealerships,US,0.0911999999999999,0.7565999999999999,35,0.26752372206917663,0.13257575757575757,0.1715996009311606,0.0,0.02560691719321583,0.0,876088611.5850002,0.1725860753025723,0.1725860753025723,31.0,Maduro,Pequeña,Muy Buena,Muy Buena,Media,Media
CRNT,CERAGON NETWORKS LTD.,USD,Technology,Communication Equipment,IL,0.1818,0.1358,22,0.21441689623507806,0.045454545454545456,0.12886597938144329,0.0,0.008100147275405008,0.0,295384860.68,-0.05891120104212666,-0.05891120104212666,14.0,Maduro,Pequeña,Mala,Muy Mala,Alta,Baja
CRON,CRONOS GROUP INC.,USD,Healthcare,Drug Manufacturers—Specialty & Generic,CA,0.4684,0.1734,8,0.1717171717171717,0.03125,0.1718213058419244,0.0,0.010309278350515464,0.0,2872381933.5750003,0.014828446331989875,0.014828446331989875,3.0,Medio,Mediana,Mala,Mala,Alta,Baja
CROX,"CROCS, INC.",USD,Consumer Cyclical,Footwear & Accessories,US,0.0286,0.9449,16,0.16224747474747475,0.0,0.10695876288659793,0.0,0.0,0.0,7643719680.0,0.15638537736875446,0.15638537736875446,16.0,Maduro,Mediana,Muy Buena,Muy Buena,Media,Alta
CRS,CARPENTER TECHNOLOGY CORPORATION,USD,Industrials,Metal Fabrication,US,0.0197999999999999,0.9259,41,0.22474747474747475,0.0,0.16781214203894615,0.0,0.023195876288659795,0.0,1682772000.0000002,0.12859147337341947,0.055141448717378916,36.0,Maduro,Pequeña,Buena,Normal,Baja,Alta
CRTO,CRITEO S.A.,USD,Communication Services,Advertising Agencies,FR,0.0453,0.9783,9,0.11560044893378227,0.0,0.07674684994272624,0.0,0.0,0.0,2275759311.6900005,0.007163453722079716,0.007163453722079716,9.0,Medio,Mediana,Mala,Mala,Media,Alta
CRUS,"CIRRUS LOGIC, INC.",USD,Technology,Semiconductors,US,0.0069999999999999,0.8901,33,0.2004897459442914,0.003787878787878788,0.14304123711340205,0.0,0.009664948453608248,0.0,4792001820.0,0.0829454139156296,0.0829454139156296,32.0,Maduro,Mediana,Normal,Buena,Baja,Alta
CRVL,CORVEL CORPORATION,USD,Financial Services,Insurance Brokers,US,0.4722,0.5197999999999999,31,0.3111762789182144,0.0846774193548387,0.23046225473894247,0.0,0.02460924509477885,0.0,2466450800.0,0.15363302150492797,0.15363302150492797,31.0,Maduro,Mediana,Buena,Muy Buena,Alta,Media
CRWD,"CROWDSTRIKE HOLDINGS, INC.",USD,Technology,Software—Infrastructure,US,0.0118999999999999,0.7191,4,0.16666666666666666,0.0,0.1211340206185567,0.0,0.0,0.0,41156994690.0,0.4592657497069226,0.4592657497069226,4.0,Medio,Grande,Muy Buena,Muy Buena,Baja,Media
CRWS,"CROWN CRAFTS, INC.",USD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,0.1168999999999999,0.4346,21,0.18607123870281764,0.0,0.13564839934888767,0.0,0.008681497558328812,0.0,75775680.0,0.20771813729958932,0.19227617546073117,19.0,Maduro,Pequeña,Muy Buena,Muy Buena,Media,Media
CSBR,"CHAMPIONS ONCOLOGY, INC.",USD,Healthcare,Biotechnology,US,0.2426,0.7245,34,0.2740740740740741,0.058333333333333334,0.1958762886597938,0.0,0.0018744142455482662,0.0,134609003.77499998,-0.0013082530945054405,-0.0013082530945054405,11.0,Maduro,Pequeña,Mala,Mala,Alta,Media
CSCO,"CISCO SYSTEMS, INC.",USD,Technology,Communication Equipment,US,0.0007,0.7564,32,0.14993686868686867,0.0,0.10792525773195877,0.0,0.008698453608247423,0.0,226003660000.0,0.24501813431003328,0.2358012888082297,32.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Media
CSCW,"COLOR STAR TECHNOLOGY CO., LTD.",USD,Communication Services,Entertainment,US,0.1783,0.004,14,0.24963924963924963,0.0625,0.17983963344788087,0.0,0.0286368843069874,0.0,10359616.02,-0.2812642615067643,-0.2812642615067643,9.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
CSGP,"COSTAR GROUP, INC.",USD,Real Estate,Real Estate Services,US,0.0087,0.971,24,0.19276094276094277,0.015625,0.1251840942562592,0.0,0.004418262150220913,0.0,33383084329.999996,0.1736989624095,0.1736989624095,21.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",USD,Technology,Software—Infrastructure,US,0.0336,0.9659,26,0.15306915306915306,0.009615384615384616,0.08719931271477663,0.0,0.000859106529209622,0.0,1470937919.9999998,0.03991165295240928,0.038316667240260394,24.0,Maduro,Pequeña,Normal,Normal,Media,Alta
CSII,"CARDIOVASCULAR SYSTEMS, INC.",USD,Healthcare,Medical Devices,US,0.0305,0.9222,16,0.24179292929292928,0.1171875,0.13195876288659794,0.0,0.0,0.0,1505322557.53,0.08145881665971921,0.08145881665971921,5.0,Maduro,Pequeña,Normal,Buena,Media,Alta
CSIQ,CANADIAN SOLAR INC.,USD,Technology,Solar,CA,0.2178999999999999,0.5489999999999999,16,0.14393939393939395,0.0,0.1134020618556701,0.0,0.009664948453608248,0.0,2510478361.295,0.08939241759835848,0.08939241759835848,16.0,Maduro,Mediana,Normal,Buena,Alta,Media
CSL,CARLISLE COMPANIES INCORPORATED,USD,Industrials,Building Products & Equipment,US,0.0079,0.9221,62,0.22686322686322685,0.016891891891891893,0.17079966564502647,0.0,0.012259682362775146,0.0,10154829500.0,0.1501970076106618,0.10963153871237319,37.0,Maduro,Grande,Buena,Buena,Baja,Alta
CSPI,CSP INC.,USD,Technology,Information Technology Services,US,0.238,0.2628,40,0.2566202566202566,0.010135135135135136,0.19314736203759855,0.0,0.024447717231222386,0.0,37172205.0,0.018645851866374796,0.015485303007174434,35.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
CSSE,"CHICKEN SOUP FOR THE SOUL ENTERTAINMENT, INC.",USD,Communication Services,Entertainment,US,0.0761,0.7443000000000001,5,0.21212121212121213,0.0,0.15257731958762888,0.0,0.008247422680412371,0.0,297196629.6,0.3446619719899937,0.329371421056728,5.0,Medio,Pequeña,Muy Buena,Muy Buena,Media,Media
CSSEP,"CHICKEN SOUP FOR THE SOUL ENTERTAINMENT, INC.",USD,Communication Services,Entertainment,US,,0.0101,4,0.21464646464646464,0.0,0.15721649484536082,0.0,0.010309278350515464,0.0,92249632.8,0.13996254383133921,0.11246990651347066,4.0,Medio,Pequeña,Buena,Buena,,Baja
CSTE,CAESARSTONE LTD.,USD,Industrials,Building Products & Equipment,IL,0.4733,0.4404999999999999,10,0.14343434343434344,0.0,0.11649484536082474,0.0,0.005154639175257732,0.0,439045880.0,0.013965853360158098,0.022959154658550585,10.0,Medio,Pequeña,Mala,Mala,Alta,Media
CSTL,"CASTLE BIOSCIENCES, INC.",USD,Healthcare,Diagnostics & Research,US,0.0892,0.885,3,0.22895622895622897,0.0,0.1718213058419244,0.0,0.024054982817869417,0.0,1710539115.0,0.637254512292633,0.637254512292633,3.0,Jóven,Pequeña,Muy Buena,Muy Buena,Media,Alta
CSTM,CONSTELLIUM SE,USD,Basic Materials,Aluminum,FR,0.0154,0.9295,9,0.13555555555555557,0.0,0.11337868480725624,0.0,0.003401360544217687,0.0,2481364899.9999995,-0.003135336299790459,-0.003135336299790459,9.0,Medio,Mediana,Mala,Mala,Baja,Alta
CSV,"CARRIAGE SERVICES, INC.",USD,Consumer Cyclical,Personal Services,US,0.1075,0.8070999999999999,26,0.19386169386169386,0.0,0.12767644726407612,0.0,0.004758128469468675,0.0,655250054.9999999,0.031607796047525394,0.029655957376868658,26.0,Maduro,Pequeña,Mala,Mala,Media,Media
CSWI,"CSW INDUSTRIALS, INC.",USD,Industrials,Specialty Industrial Machinery,US,0.0558,0.777,7,0.1471861471861472,0.0,0.09572901325478646,0.0,0.0,0.0,1856029096.74,0.229537217195513,0.22875207649316787,7.0,Medio,Pequeña,Muy Buena,Muy Buena,Media,Media
CSX,CSX CORPORATION,USD,Industrials,Railroads,US,0.0022,0.7676999999999999,42,0.21758121758121757,0.030405405405405407,0.14823070493173585,0.0,0.029534689328503762,0.0,72956250000.0,0.1510305133957619,0.10996172830452422,37.0,Maduro,Grande,Buena,Buena,Baja,Media
CTA-PB,E. I. DU PONT DE NEMOURS AND COMPANY,USD,Basic Materials,Agricultural Inputs,US,,0.1416,49,0.2946127946127946,0.25,0.061855670103092786,0.0,0.0,0.0,93827186666.16,0.07402326021821293,0.03098785107173807,4.0,Maduro,Grande,Normal,Mala,,Baja
CTAS,CINTAS CORPORATION,USD,Industrials,Specialty Business Services,US,0.1503,0.6684,39,0.21997755331088664,0.0,0.16953035509736541,0.0,0.03178694158075601,0.0,39991602420.0,0.1628629932170993,0.14904160676279488,36.0,Maduro,Grande,Muy Buena,Muy Buena,Alta,Media
CTEK,"CYNERGISTEK, INC.",USD,Technology,Information Technology Services,US,0.0906,0.2,20,0.2405002405002405,0.017857142857142856,0.17164948453608248,0.0,0.008247422680412371,0.0,19401680.705,-0.13040795966384622,-0.13040795966384622,20.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Baja
CTG,"COMPUTER TASK GROUP, INCORPORATED",USD,Technology,Information Technology Services,US,0.1523,0.5797,42,0.2558012558012558,0.0,0.1905823349122318,0.0,0.01783226525494567,0.0,123909514.99999999,0.01716039691702287,0.015740200442534436,37.0,Maduro,Pequeña,Mala,Mala,Alta,Media
CTHR,"CHARLES & COLVARD, LTD.",USD,Consumer Cyclical,Luxury Goods,US,0.1591,0.3078,25,0.26936026936026936,0.03125,0.20184481823114486,0.0,0.011937059142702116,0.0,85248598.5,-0.008639428806489269,-0.00654127232979862,19.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
CTIB,YUNHONG CTI LTD.,USD,Consumer Cyclical,Specialty Retail,US,0.3814,0.0496999999999999,25,0.19304152637485972,0.0,0.17283201940570042,0.0,0.0036385688295936932,0.0,7764472.649999999,0.021746307948743437,0.02314846702228568,17.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
CTK,COOTEK (CAYMAN) INC.,USD,Technology,Software—Application,CN,0.0383,0.0377,4,0.19696969696969696,0.0,0.15979381443298968,0.0,0.01288659793814433,0.0,104748755.6,-0.3993431427281857,-0.3993431427281857,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Baja
CTLP,"CANTALOUPE, INC.",USD,Technology,Information Technology Services,US,0.0655,0.7524,27,0.1976284584980237,0.08152173913043478,0.08634020618556701,0.0,0.003865979381443299,0.0,692932500.0,0.26201196703024743,0.26201196703024743,8.0,Maduro,Pequeña,Muy Buena,Muy Buena,Media,Media
CTLT,"CATALENT, INC.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,US,0.0026,0.9938,8,0.1452020202020202,0.0,0.0979381443298969,0.0,0.0,0.0,19728240000.0,0.24014403171637655,0.24014403171637655,8.0,Medio,Grande,Muy Buena,Muy Buena,Baja,Alta
CTO,"CTO REALTY GROWTH, INC.",USD,Real Estate,REIT—Diversified,US,0.123,0.5951,42,0.2667212667212667,0.016891891891891893,0.18409425625920472,0.0,0.026509572901325478,0.0,302155605.6,0.07320954592267181,0.06342936619688722,35.0,Maduro,Pequeña,Normal,Normal,Media,Media
CTOS,"CUSTOM TRUCK ONE SOURCE, INC.",USD,Industrials,Rental & Leasing Services,US,0.0516999999999999,0.9061,5,0.3373737373737374,0.2,0.10996563573883161,0.0,0.0,0.0,2260315625.0,-0.040277963224532476,-0.040277963224532476,3.0,Medio,Mediana,Mala,Mala,Media,Alta
CTRA,COTERRA ENERGY INC.,USD,Energy,Oil & Gas E&P,US,0.0165,0.953,32,0.3333333333333333,0.140625,0.1402061855670103,0.0,0.024742268041237112,0.0,9265260000.0,0.1548410045226094,0.1516400814793335,20.0,Maduro,Mediana,Buena,Muy Buena,Baja,Alta
CTS,CTS CORPORATION,USD,Technology,Electronic Components,US,0.0200999999999999,0.9361,42,0.21812721812721814,0.0,0.16188353301755365,0.0,0.014488715519643355,0.0,1128570045.0,0.09966399715918084,0.04568777827523518,37.0,Maduro,Pequeña,Buena,Normal,Baja,Alta
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,USD,Technology,Information Technology Services,US,0.0013,0.945,24,0.1856060606060606,0.0,0.12371134020618557,0.0,0.003865979381443299,0.0,40359375000.0,0.2691293159489947,0.2701384943764975,24.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
CTSO,CYTOSORBENTS CORPORATION,USD,Healthcare,Medical Devices,US,0.0863,0.4355,17,0.27714646464646464,0.1328125,0.18762886597938144,0.0,0.03505154639175258,0.0,351426202.53000003,0.10592800889513043,0.10592800889513043,10.0,Maduro,Pequeña,Buena,Buena,Media,Media
CTT,"CATCHMARK TIMBER TRUST, INC.",USD,Real Estate,REIT—Specialty,US,0.0151,0.8345,9,0.22895622895622897,0.125,0.13402061855670103,0.0,0.006872852233676976,0.0,506461110.0,0.09278303303151336,0.06653645038507716,3.0,Medio,Pequeña,Normal,Normal,Baja,Alta
CTVA,"CORTEVA, INC.",USD,Basic Materials,Agricultural Inputs,US,0.0012,0.8214,3,0.09764309764309764,0.125,0.054982817869415807,0.0,0.0,0.0,32459643000.0,0.2663289094917962,0.2611192859474707,3.0,Jóven,Grande,Muy Buena,Muy Buena,Baja,Media
CTXS,"CITRIX SYSTEMS, INC.",USD,Technology,Software—Application,US,0.0075,0.9398,27,0.16236438458660682,0.0,0.12142038946162657,0.0,0.007636502481863307,0.0,13857698085.0,0.16528137703272683,0.16520406272447707,27.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
CUII,"CHINA UNITED INSURANCE SERVICE, INC.",USD,Financial Services,Insurance Brokers,TW,0.336,,10,0.1797979797979798,0.0,0.14742268041237114,0.0,0.010309278350515464,0.0,51340929.32,-0.21261098338308448,-0.21261098338308448,10.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,
CUK,CARNIVAL CORPORATION & PLC,USD,Consumer Cyclical,Leisure,US,,0.1536,21,0.1887052341597796,0.005681818181818182,0.13107511045655376,0.0,0.0019636720667648502,0.0,17201125000.0,0.049294323149293495,0.057002533845911696,21.0,Maduro,Grande,Normal,Normal,,Baja
CULP,"CULP, INC.",USD,Consumer Cyclical,Textile Manufacturing,US,0.0494,0.6993,39,0.22109988776655443,0.003472222222222222,0.16466208476517755,0.0,0.023195876288659795,0.0,173676000.0,0.04057219402305856,0.03767200886422151,36.0,Maduro,Pequeña,Normal,Normal,Media,Media
CURLF,"CURALEAF HOLDINGS, INC.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,US,0.3311,0.0058,4,0.10858585858585859,0.0,0.061855670103092786,0.0,0.0,0.0,7062419994.825001,0.33812730270172375,0.33812730270172375,4.0,Medio,Mediana,Muy Buena,Muy Buena,Alta,Baja
